date,ppm,#days
2004-11-21,376.73,7
2004-11-28,376.82,7
2004-12-05,377.54,7
2004-12-12,377.24,7
2004-12-19,377.78,7
2004-12-26,377.83,6
2005-01-02,378.21,7
2005-01-09,378.44,7
2005-01-16,378.35,7
2005-01-23,378.63,7
2005-01-30,379.42,6
2005-02-06,379.23,6
2005-02-13,379.92,5
2005-02-20,379.87,7
2005-02-27,381.36,5
2005-03-06,380.06,5
2005-03-13,381.28,7
2005-03-20,380.22,7
2005-03-27,381.76,6
2005-04-03,382.3,6
2005-04-10,382.1,5
2005-04-17,382.18,7
2005-04-24,382.57,6
2005-05-01,381.94,7
2005-05-08,381.98,7
2005-05-15,382.63,7
2005-05-22,383.01,7
2005-05-29,382.79,7
2005-06-05,382.63,7
2005-06-12,382.41,6
2005-06-19,381.95,7
2005-06-26,381.36,6
2005-07-03,381.11,6
2005-07-10,380.85,6
2005-07-17,380.74,7
2005-07-24,380.14,7
2005-07-31,379.83,6
2005-08-07,378.9,6
2005-08-14,378.83,7
2005-08-21,378.0,6
2005-08-28,377.95,4
2005-09-04,377.32,6
2005-09-11,376.16,6
2005-09-18,376.35,6
2005-09-25,376.46,7
2005-10-02,376.65,7
2005-10-09,376.91,4
2005-10-16,-999.99,0
2005-10-23,377.52,2
2005-10-30,377.8,3
2005-11-06,377.94,7
2005-11-13,378.86,5
2005-11-20,378.48,4
2005-11-27,379.02,7
2005-12-04,379.93,6
2005-12-11,380.18,7
2005-12-18,380.24,4
2005-12-25,380.49,6
2006-01-01,381.26,3
2006-01-08,381.2,7
2006-01-15,381.55,4
2006-01-22,381.62,7
2006-01-29,381.62,6
2006-02-05,382.28,5
2006-02-12,382.59,7
2006-02-19,381.94,7
2006-02-26,382.14,7
2006-03-05,382.89,6
2006-03-12,382.89,7
2006-03-19,382.91,7
2006-03-26,382.43,6
2006-04-02,384.17,4
2006-04-09,384.74,6
2006-04-16,384.86,7
2006-04-23,384.76,7
2006-04-30,384.88,6
2006-05-07,385.03,6
2006-05-14,385.32,5
2006-05-21,384.96,6
2006-05-28,384.66,5
2006-06-04,384.18,6
2006-06-11,384.28,7
2006-06-18,383.93,6
2006-06-25,383.44,7
2006-07-02,383.11,6
2006-07-09,382.83,5
2006-07-16,381.8,4
2006-07-23,382.11,6
2006-07-30,381.51,7
2006-08-06,380.59,5
2006-08-13,380.4,6
2006-08-20,379.79,6
2006-08-27,379.55,6
2006-09-03,378.69,6
2006-09-10,379.14,6
2006-09-17,378.66,7
2006-09-24,378.87,7
2006-10-01,378.92,5
2006-10-08,378.9,7
2006-10-15,378.93,4
2006-10-22,379.48,4
2006-10-29,379.64,7
2006-11-05,379.76,7
2006-11-12,380.0,7
2006-11-19,380.38,7
2006-11-26,381.24,6
2006-12-03,381.47,7
2006-12-10,381.7,7
2006-12-17,382.18,5
2006-12-24,382.0,5
2006-12-31,382.08,7
2007-01-07,382.92,3
2007-01-14,382.43,5
2007-01-21,383.55,6
2007-01-28,383.67,7
2007-02-04,383.26,7
2007-02-11,384.81,4
2007-02-18,384.71,3
2007-02-25,384.0,7
2007-03-04,383.41,7
2007-03-11,384.33,6
2007-03-18,385.08,5
2007-03-25,385.85,5
2007-04-01,385.85,6
2007-04-08,385.78,6
2007-04-15,387.29,7
2007-04-22,386.96,5
2007-04-29,386.6,7
2007-05-06,386.25,7
2007-05-13,386.65,6
2007-05-20,386.51,7
2007-05-27,386.91,6
2007-06-03,386.9,7
2007-06-10,386.43,6
2007-06-17,385.7,6
2007-06-24,385.04,5
2007-07-01,385.38,7
2007-07-08,385.12,7
2007-07-15,384.08,6
2007-07-22,383.8,4
2007-07-29,382.87,7
2007-08-05,382.39,3
2007-08-12,381.87,7
2007-08-19,382.09,4
2007-08-26,381.62,4
2007-09-02,381.52,5
2007-09-09,380.65,5
2007-09-16,380.79,3
2007-09-23,380.67,7
2007-09-30,380.87,7
2007-10-07,380.94,6
2007-10-14,381.02,6
2007-10-21,381.34,7
2007-10-28,381.75,7
2007-11-04,382.01,7
2007-11-11,382.21,7
2007-11-18,383.04,7
2007-11-25,382.87,6
2007-12-02,383.66,4
2007-12-09,383.68,6
2007-12-16,384.38,5
2007-12-23,383.88,4
2007-12-30,384.76,7
2008-01-06,384.39,7
2008-01-13,385.79,7
2008-01-20,385.99,7
2008-01-27,386.76,7
2008-02-03,386.01,7
2008-02-10,385.95,7
2008-02-17,385.3,5
2008-02-24,385.36,6
2008-03-02,385.81,6
2008-03-09,385.72,7
2008-03-16,385.82,7
2008-03-23,386.74,7
2008-03-30,388.09,7
2008-04-06,386.73,6
2008-04-13,386.48,7
2008-04-20,387.33,3
2008-04-27,387.27,6
2008-05-04,388.52,6
2008-05-11,388.87,5
2008-05-18,388.89,5
2008-05-25,388.59,6
2008-06-01,388.54,7
2008-06-08,387.47,6
2008-06-15,387.88,6
2008-06-22,387.34,4
2008-06-29,-999.99,0
2008-07-06,-999.99,0
2008-07-13,-999.99,0
2008-07-20,386.37,5
2008-07-27,384.9,7
2008-08-03,385.23,6
2008-08-10,383.93,5
2008-08-17,383.68,6
2008-08-24,383.3,6
2008-08-31,383.51,6
2008-09-07,383.03,6
2008-09-14,383.37,5
2008-09-21,383.06,7
2008-09-28,382.75,7
2008-10-05,382.87,5
2008-10-12,382.85,7
2008-10-19,383.07,6
2008-10-26,383.99,2
2008-11-02,383.79,6
2008-11-09,384.11,7
2008-11-16,384.34,6
2008-11-23,384.49,7
2008-11-30,385.05,7
2008-12-07,385.29,7
2008-12-14,385.54,7
2008-12-21,385.93,7
2008-12-28,386.23,5
2009-01-04,386.4,7
2009-01-11,387.02,7
2009-01-18,387.14,7
2009-01-25,387.5,6
2009-02-01,387.03,6
2009-02-08,386.94,6
2009-02-15,387.62,7
2009-02-22,388.22,7
2009-03-01,389.08,6
2009-03-08,388.8,6
2009-03-15,388.2,7
2009-03-22,389.29,6
2009-03-29,389.04,7
2009-04-05,389.43,7
2009-04-12,388.93,6
2009-04-19,389.56,7
2009-04-26,390.52,7
2009-05-03,389.76,6
2009-05-10,390.17,7
2009-05-17,390.38,7
2009-05-24,390.41,7
2009-05-31,389.85,7
2009-06-07,390.2,7
2009-06-14,389.42,7
2009-06-21,388.49,6
2009-06-28,388.69,6
2009-07-05,388.48,5
2009-07-12,388.36,4
2009-07-19,387.68,6
2009-07-26,387.37,5
2009-08-02,387.06,7
2009-08-09,386.01,5
2009-08-16,385.7,7
2009-08-23,385.86,5
2009-08-30,385.15,7
2009-09-06,384.69,6
2009-09-13,384.76,6
2009-09-20,384.62,7
2009-09-27,384.03,7
2009-10-04,383.88,6
2009-10-11,384.38,7
2009-10-18,384.71,7
2009-10-25,385.01,7
2009-11-01,385.36,7
2009-11-08,385.69,7
2009-11-15,386.34,7
2009-11-22,386.38,7
2009-11-29,387.07,7
2009-12-06,386.97,6
2009-12-13,386.87,1
2009-12-20,388.4,3
2009-12-27,388.6,7
2010-01-03,388.17,7
2010-01-10,388.33,6
2010-01-17,388.33,7
2010-01-24,389.01,7
2010-01-31,390.71,5
2010-02-07,390.35,6
2010-02-14,390.22,6
2010-02-21,389.57,3
2010-02-28,390.93,6
2010-03-07,391.38,6
2010-03-14,391.17,4
2010-03-21,390.29,6
2010-03-28,391.77,7
2010-04-04,391.19,6
2010-04-11,392.71,5
2010-04-18,393.3,7
2010-04-25,393.2,6
2010-05-02,393.01,5
2010-05-09,392.6,7
2010-05-16,393.42,7
2010-05-23,392.71,6
2010-05-30,393.3,7
2010-06-06,392.75,7
2010-06-13,391.85,6
2010-06-20,391.64,6
2010-06-27,391.15,7
2010-07-04,390.55,7
2010-07-11,389.85,7
2010-07-18,390.26,5
2010-07-25,389.82,7
2010-08-01,388.86,6
2010-08-08,388.82,7
2010-08-15,388.47,5
2010-08-22,387.62,5
2010-08-29,387.53,7
2010-09-05,386.14,6
2010-09-12,387.06,7
2010-09-19,386.78,7
2010-09-26,386.78,7
2010-10-03,386.95,7
2010-10-10,386.84,7
2010-10-17,387.43,7
2010-10-24,387.83,7
2010-10-31,388.05,7
2010-11-07,387.96,6
2010-11-14,388.63,7
2010-11-21,389.49,7
2010-11-28,389.66,6
2010-12-05,389.78,6
2010-12-12,389.44,7
2010-12-19,390.15,7
2010-12-26,389.94,6
2011-01-02,391.64,7
2011-01-09,390.76,6
2011-01-16,391.52,6
2011-01-23,391.37,7
2011-01-30,392.07,7
2011-02-06,391.44,7
2011-02-13,391.65,7
2011-02-20,392.05,7
2011-02-27,392.06,7
2011-03-06,391.88,7
2011-03-13,392.49,7
2011-03-20,392.89,6
2011-03-27,394.0,6
2011-04-03,393.0,7
2011-04-10,393.08,7
2011-04-17,393.55,6
2011-04-24,393.31,6
2011-05-01,394.14,6
2011-05-08,392.89,7
2011-05-15,394.91,7
2011-05-22,394.85,7
2011-05-29,394.19,7
2011-06-05,393.49,5
2011-06-12,393.79,7
2011-06-19,393.54,7
2011-06-26,393.45,7
2011-07-03,393.5,7
2011-07-10,393.29,4
2011-07-17,391.32,6
2011-07-24,391.98,6
2011-07-31,391.19,7
2011-08-07,390.6,5
2011-08-14,390.14,7
2011-08-21,389.39,7
2011-08-28,389.52,5
2011-09-04,389.04,4
2011-09-11,389.14,6
2011-09-18,389.08,7
2011-09-25,388.67,7
2011-10-02,388.77,7
2011-10-09,388.8,7
2011-10-16,389.03,7
2011-10-23,389.24,7
2011-10-30,389.61,7
2011-11-06,389.76,6
2011-11-13,390.44,6
2011-11-20,390.51,7
2011-11-27,391.15,7
2011-12-04,391.36,7
2011-12-11,392.01,6
2011-12-18,392.35,5
2011-12-25,392.2,7
2012-01-01,392.96,7
2012-01-08,393.37,6
2012-01-15,392.97,7
2012-01-22,393.34,7
2012-01-29,393.24,6
2012-02-05,393.71,7
2012-02-12,393.49,7
2012-02-19,394.44,5
2012-02-26,394.26,7
2012-03-04,393.55,7
2012-03-11,394.27,7
2012-03-18,394.79,7
2012-03-25,395.12,6
2012-04-01,395.32,7
2012-04-08,396.62,6
2012-04-15,396.16,7
2012-04-22,396.61,7
2012-04-29,396.92,7
2012-05-06,397.12,7
2012-05-13,396.99,7
2012-05-20,396.12,7
2012-05-27,396.3,6
2012-06-03,395.73,7
2012-06-10,396.24,6
2012-06-17,395.57,7
2012-06-24,395.25,6
2012-07-01,394.96,6
2012-07-08,394.36,6
2012-07-15,394.47,7
2012-07-22,394.08,4
2012-07-29,393.43,7
2012-08-05,393.24,6
2012-08-12,392.49,7
2012-08-19,391.36,7
2012-08-26,391.79,7
2012-09-02,391.86,6
2012-09-09,390.91,6
2012-09-16,390.79,7
2012-09-23,390.89,6
2012-09-30,390.81,7
2012-10-07,390.96,6
2012-10-14,390.89,6
2012-10-21,391.33,6
2012-10-28,391.56,6
2012-11-04,392.29,7
2012-11-11,393.26,7
2012-11-18,393.16,7
2012-11-25,393.71,7
2012-12-02,393.64,6
2012-12-09,394.4,7
2012-12-16,394.53,7
2012-12-23,394.84,6
2012-12-30,394.5,6
2013-01-06,395.34,6
2013-01-13,395.98,6
2013-01-20,395.78,7
2013-01-27,395.77,7
2013-02-03,396.63,6
2013-02-10,396.97,6
2013-02-17,397.15,7
2013-02-24,396.73,6
2013-03-03,397.65,6
2013-03-10,396.94,7
2013-03-17,397.36,7
2013-03-24,397.96,7
2013-03-31,398.07,6
2013-04-07,397.76,7
2013-04-14,397.96,2
2013-04-21,399.2,6
2013-04-28,399.53,6
2013-05-05,399.52,6
2013-05-12,399.74,5
2013-05-19,399.93,7
2013-05-26,399.88,7
2013-06-02,399.18,7
2013-06-09,398.61,6
2013-06-16,398.14,7
2013-06-23,398.64,4
2013-06-30,398.24,5
2013-07-07,397.74,4
2013-07-14,397.08,4
2013-07-21,396.82,6
2013-07-28,396.68,6
2013-08-04,395.67,6
2013-08-11,395.13,6
2013-08-18,395.15,5
2013-08-25,394.22,7
2013-09-01,393.85,7
2013-09-08,393.35,6
2013-09-15,393.3,6
2013-09-22,393.38,6
2013-09-29,393.31,7
2013-10-06,393.34,7
2013-10-13,393.68,4
2013-10-20,393.98,7
2013-10-27,394.24,7
2013-11-03,394.46,7
2013-11-10,395.53,7
2013-11-17,394.87,7
2013-11-24,396.0,7
2013-12-01,396.26,7
2013-12-08,396.14,7
2013-12-15,397.43,6
2013-12-22,397.27,7
2013-12-29,397.41,7
2014-01-05,398.23,7
2014-01-12,397.74,7
2014-01-19,397.97,7
2014-01-26,397.83,7
2014-02-02,397.96,7
2014-02-09,397.87,7
2014-02-16,398.08,6
2014-02-23,397.97,6
2014-03-02,398.43,5
2014-03-09,399.8,7
2014-03-16,401.24,4
2014-03-23,400.06,5
2014-03-30,400.62,7
2014-04-06,401.12,7
2014-04-13,401.74,6
2014-04-20,401.59,7
2014-04-27,401.74,6
2014-05-04,401.71,3
2014-05-11,401.71,2
2014-05-18,401.75,7
2014-05-25,401.82,7
2014-06-01,401.82,7
2014-06-08,401.5,6
2014-06-15,401.03,7
2014-06-22,400.94,6
2014-06-29,400.22,7
2014-07-06,399.84,7
2014-07-13,398.76,5
2014-07-20,398.84,5
2014-07-27,397.42,5
2014-08-03,397.78,4
2014-08-10,397.23,5
2014-08-17,396.77,4
2014-08-24,396.32,5
2014-08-31,396.37,4
2014-09-07,395.02,6
2014-09-14,395.08,3
2014-09-21,395.45,6
2014-09-28,395.33,6
2014-10-05,395.56,7
2014-10-12,395.65,5
2014-10-19,395.86,5
2014-10-26,397.51,5
2014-11-02,396.77,7
2014-11-09,397.22,6
2014-11-16,397.32,7
2014-11-23,397.87,5
2014-11-30,398.2,7
2014-12-07,399.12,5
2014-12-14,399.11,7
2014-12-21,398.92,7
2014-12-28,399.84,7
2015-01-04,399.85,7
2015-01-11,400.16,6
2015-01-18,399.51,7
2015-01-25,400.2,7
2015-02-01,400.23,7
2015-02-08,399.95,7
2015-02-15,399.93,7
2015-02-22,401.12,6
2015-03-01,401.28,4
2015-03-08,402.04,6
2015-03-15,400.78,6
2015-03-22,401.77,7
2015-03-29,401.96,4
2015-04-05,403.44,6
2015-04-12,404.04,6
2015-04-19,403.07,7
2015-04-26,403.8,7
2015-05-03,404.13,6
2015-05-10,403.96,7
2015-05-17,403.97,7
2015-05-24,403.81,7
2015-05-31,403.21,6
2015-06-07,403.24,7
2015-06-14,402.39,7
2015-06-21,402.7,7
2015-06-28,402.17,5
2015-07-05,401.73,6
2015-07-12,401.39,5
2015-07-19,401.25,3
2015-07-26,400.21,7
2015-08-02,398.36,6
2015-08-09,399.19,6
2015-08-16,399.14,6
2015-08-23,398.85,7
2015-08-30,398.49,7
2015-09-06,397.77,6
2015-09-13,397.24,4
2015-09-20,397.33,7
2015-09-27,397.2,5
2015-10-04,398.37,7
2015-10-11,398.18,6
2015-10-18,398.52,6
2015-10-25,398.48,7
2015-11-01,399.06,6
2015-11-08,400.43,6
2015-11-15,400.35,6
2015-11-22,400.37,7
2015-11-29,400.8,7
2015-12-06,401.31,6
2015-12-13,402.35,7
2015-12-20,402.6,7
2015-12-27,402.08,7
2016-01-03,402.15,5
2016-01-10,402.48,5
2016-01-17,402.61,7
2016-01-24,403.15,7
2016-01-31,404.6,5
2016-02-07,403.86,6
2016-02-14,403.68,7
2016-02-21,404.39,7
2016-02-28,404.17,6
2016-03-06,404.0,6
2016-03-13,404.78,7
2016-03-20,405.66,5
2016-03-27,405.45,7
2016-04-03,406.6,4
2016-04-10,408.72,6
2016-04-17,407.45,7
2016-04-24,407.81,6
2016-05-01,407.56,7
2016-05-08,407.86,7
2016-05-15,407.31,7
2016-05-22,408.33,6
2016-05-29,407.55,5
2016-06-05,406.88,7
2016-06-12,407.22,6
2016-06-19,406.66,6
2016-06-26,405.99,5
2016-07-03,405.59,6
2016-07-10,404.5,6
2016-07-17,403.41,7
2016-07-24,403.85,7
2016-07-31,403.49,6
2016-08-07,402.9,5
2016-08-14,401.87,4
2016-08-21,401.99,6
2016-08-28,401.0,5
2016-09-04,400.99,6
2016-09-11,401.35,5
2016-09-18,400.89,7
2016-09-25,400.74,5
2016-10-02,400.93,7
2016-10-09,401.59,6
2016-10-16,401.67,7
2016-10-23,402.09,6
2016-10-30,402.83,7
2016-11-06,402.78,5
2016-11-13,403.76,7
2016-11-20,404.0,7
2016-11-27,404.4,5
2016-12-04,403.89,7
2016-12-11,404.79,7
2016-12-18,404.43,7
2016-12-25,404.78,7
2017-01-01,405.95,7
2017-01-08,406.02,7
2017-01-15,406.18,6
2017-01-22,406.52,4
2017-01-29,406.24,6
2017-02-05,406.07,7
2017-02-12,405.95,7
2017-02-19,406.95,5
2017-02-26,407.41,7
2017-03-05,406.15,2
2017-03-12,407.1,5
2017-03-19,406.82,6
2017-03-26,408.41,7
2017-04-02,407.64,6
2017-04-09,408.89,5
2017-04-16,409.65,6
2017-04-23,409.96,6
2017-04-30,409.17,5
2017-05-07,409.32,7
2017-05-14,410.4,5
2017-05-21,410.0,7
2017-05-28,409.57,7
2017-06-04,409.69,7
2017-06-11,409.43,4
2017-06-18,408.31,6
2017-06-25,407.76,7
2017-07-02,408.04,5
2017-07-09,407.06,7
2017-07-16,406.81,7
2017-07-23,406.73,6
2017-07-30,406.47,6
2017-08-06,405.53,7
2017-08-13,405.2,6
2017-08-20,404.54,7
2017-08-27,404.23,7
2017-09-03,403.7,6
2017-09-10,403.68,7
2017-09-17,403.05,5
2017-09-24,402.76,6
2017-10-01,402.95,6
2017-10-08,403.4,7
2017-10-15,403.95,6
2017-10-22,404.0,6
2017-10-29,404.15,6
2017-11-05,404.25,7
2017-11-12,405.07,7
2017-11-19,406.12,5
2017-11-26,406.33,5
2017-12-03,406.74,7
2017-12-10,406.53,7
2017-12-17,406.83,7
2017-12-24,407.21,7
2017-12-31,407.37,7
2018-01-07,408.14,6
2018-01-14,407.89,7
2018-01-21,408.27,6
2018-01-28,407.88,7
2018-02-04,408.2,7
2018-02-11,408.37,7
2018-02-18,408.45,7
2018-02-25,408.9,7
2018-03-04,409.83,7
2018-03-11,408.84,7
2018-03-18,409.12,7
2018-03-25,410.03,6
2018-04-01,409.2,7
2018-04-08,409.45,4
2018-04-15,411.05,2
2018-04-22,411.67,6
2018-04-29,409.62,5
2018-05-06,411.06,4
2018-05-13,411.85,7
2018-05-20,411.45,5
2018-05-27,411.39,7
2018-06-03,410.94,7
2018-06-10,411.16,7
2018-06-17,410.36,6
2018-06-24,410.57,7
2018-07-01,409.38,5
2018-07-08,409.16,6
2018-07-15,408.54,7
2018-07-22,408.28,7
2018-07-29,407.46,6
2018-08-05,407.23,7
2018-08-12,407.07,7
2018-08-19,406.84,7
2018-08-26,406.26,6
2018-09-02,405.47,7
2018-09-09,405.39,7
2018-09-16,405.69,7
2018-09-23,405.54,6
2018-09-30,405.5,7
2018-10-07,405.58,7
2018-10-14,406.0,6
2018-10-21,406.62,7
2018-10-28,406.48,6
2018-11-04,406.99,5
2018-11-11,408.72,5
2018-11-18,408.6,6
2018-11-25,408.38,7
2018-12-02,408.49,6
2018-12-09,409.4,7
2018-12-16,409.3,7
2018-12-23,409.13,7
2018-12-30,409.6,7
2019-01-06,410.67,6
2019-01-13,410.4,5
2019-01-20,411.99,6
2019-01-27,411.02,7
2019-02-03,411.63,7
2019-02-10,412.41,6
2019-02-17,410.98,7
2019-02-24,412.4,7
2019-03-03,412.14,7
2019-03-10,412.16,7
2019-03-17,411.82,7
2019-03-24,411.32,4
2019-03-31,412.21,6
2019-04-07,413.13,6
2019-04-14,413.59,7
2019-04-21,413.77,6
2019-04-28,414.32,5
2019-05-05,414.37,7
2019-05-12,415.39,6
2019-05-19,414.74,6
2019-05-26,414.3,7
2019-06-02,414.41,5
2019-06-09,414.08,6
2019-06-16,413.85,7
2019-06-23,413.35,7
2019-06-30,413.38,6
2019-07-07,412.05,7
2019-07-14,412.14,3
2019-07-21,410.87,5
2019-07-28,410.2,6
2019-08-04,410.34,7
2019-08-11,410.24,7
2019-08-18,409.57,6
2019-08-25,409.45,6
2019-09-01,408.8,7
2019-09-08,408.59,7
2019-09-15,408.5,6
2019-09-22,408.32,7
2019-09-29,407.96,7
2019-10-06,408.39,7
2019-10-13,408.62,7
2019-10-20,408.78,6
2019-10-27,409.32,6
2019-11-03,409.9,6
2019-11-10,410.25,5
2019-11-17,410.19,6
2019-11-24,410.71,7
2019-12-01,411.07,7
2019-12-08,411.32,7
2019-12-15,411.89,7
2019-12-22,412.21,7
2019-12-29,412.95,6
2020-01-05,413.37,7
2020-01-12,412.82,6
2020-01-19,413.65,7
2020-01-26,414.09,7
2020-02-02,414.33,7
2020-02-09,414.4,6
2020-02-16,414.01,7
2020-02-23,413.72,7
